15 3 0 1610749050880
15 3 1 3221498101760
15 4 0 103087939256320
15 4 1 206175878512640
10
16 0 0 4056860
16 0 1 8113720
16 1 0 259639040
16 1 1 519278080
16 2 0 16616898560
16 2 1 33233797120
16 3 0 1063481507840
16 3 1 2126963015680
16 4 0 68062816501760
16 4 1 136125633003520
